employee_index,user_id,user_role,department,experience_level,task_type,AI_tool_used,hours_worked_per_week,time_saved_per_week,satisfaction_score,performance_improvement_pct,usage_frequency,country,remote_status,predicted_time_saved
211,U0211,Developer,Tech,Junior,Code Review,Copilot,50.5,9.9,4,21.4,Daily,Canada,Hybrid,8.161361939580349
212,U0212,Marketing Specialist,Marketing,Mid,Market Research,ChatGPT,41.6,12.8,6,31.1,Daily,USA,Remote,11.645577038115675
213,U0213,Financial Analyst,Finance,Mid,Report Writing,Gemini,40.0,10.6,7,32.0,Weekly,Germany,Office,12.455841735432486
214,U0214,Marketing Specialist,Marketing,Junior,Copywriting,Other,52.9,6.7,3,17.5,Weekly,USA,Hybrid,6.650460275093063
215,U0215,Financial Analyst,Finance,Mid,Email Drafting,ChatGPT,41.6,5.8,3,10.4,Daily,India,Office,5.010961143142394
216,U0216,Developer,Tech,Senior,Coding Help,Copilot,31.7,9.0,5,23.2,Occasional,India,Hybrid,9.320556198457588
217,U0217,Manager,Management,Junior,Email Drafting,Gemini,34.5,11.9,9,26.8,Daily,India,Remote,12.422876516315547
218,U0218,HR Specialist,HR,Senior,Policy Q&A,Other,47.7,8.0,3,14.1,Weekly,USA,Hybrid,5.995143517042477
219,U0219,Designer,Marketing,Mid,Ideation,Gemini,51.5,7.2,5,20.4,Weekly,USA,Remote,8.546564914708647
220,U0220,Developer,Tech,Mid,Documentation,Gemini,40.3,2.9,3,10.9,Weekly,USA,Office,5.127733971004139
221,U0221,Data Analyst,Tech,Mid,Report Writing,ChatGPT,36.4,6.9,4,12.3,Weekly,India,Hybrid,6.054771496182696
222,U0222,Marketing Specialist,Marketing,Junior,Market Research,Notion AI,45.9,9.0,4,24.5,Weekly,USA,Remote,8.885353472323173
223,U0223,Developer,Tech,Mid,Documentation,ChatGPT,45.4,9.1,4,27.7,Daily,USA,Remote,9.651374594324466
224,U0224,HR Specialist,HR,Mid,Policy Q&A,Copilot,45.0,8.9,6,21.9,Daily,USA,Office,9.496957005459553
225,U0225,Marketing Specialist,Marketing,Junior,Copywriting,ChatGPT,51.5,9.2,5,26.8,Daily,UK,Hybrid,10.022582087652872
226,U0226,Manager,Management,Junior,Scheduling,Notion AI,46.3,6.0,5,16.8,Occasional,UK,Office,7.687125530417956
227,U0227,Developer,Tech,Senior,Code Review,Copilot,45.1,8.0,4,19.9,Occasional,India,Hybrid,7.949781927404397
228,U0228,Marketing Specialist,Marketing,Mid,Market Research,ChatGPT,46.6,9.3,4,22.2,Daily,India,Hybrid,8.366873487845263
229,U0229,Marketing Specialist,Marketing,Junior,Market Research,ChatGPT,44.1,12.3,5,30.0,Daily,Germany,Remote,10.769928185968045
230,U0230,Financial Analyst,Finance,Junior,Email Drafting,Gemini,45.4,6.2,3,17.8,Daily,UK,Office,6.720523971810111
231,U0231,HR Specialist,HR,Mid,Email Drafting,Other,43.6,9.9,2,27.4,Daily,USA,Office,8.381163683276082
232,U0232,Designer,Marketing,Mid,Asset Creation,Gemini,43.9,4.1,3,11.4,Occasional,USA,Hybrid,5.244506798865885
233,U0233,Developer,Tech,Mid,Bug Fixing,ChatGPT,46.6,6.8,3,14.7,Daily,India,Remote,6.015207462753407
234,U0234,Developer,Tech,Senior,Code Review,Copilot,38.4,8.5,5,16.2,Occasional,India,Remote,7.685736608393147
235,U0235,Designer,Marketing,Senior,Image Generation,Notion AI,40.2,11.4,6,32.3,Daily,India,Office,12.045895272707028
236,U0236,Developer,Tech,Mid,Documentation,Copilot,49.2,8.1,4,23.4,Occasional,USA,Hybrid,8.647128274713452
237,U0237,Developer,Tech,Junior,Coding Help,Other,39.6,7.3,3,16.8,Daily,USA,Hybrid,6.486978316086619
238,U0238,Developer,Tech,Junior,Bug Fixing,Copilot,37.7,9.1,4,24.2,Weekly,India,Hybrid,8.815289775606125
239,U0239,Designer,Marketing,Mid,Copywriting,Other,36.2,11.0,5,26.9,Daily,USA,Remote,10.06461167691134
240,U0240,Marketing Specialist,Marketing,Mid,Market Research,ChatGPT,42.2,9.1,5,25.7,Daily,Japan,Hybrid,9.784356890043151
241,U0241,Marketing Specialist,Marketing,Mid,Email Drafting,Gemini,44.6,5.2,4,15.7,Occasional,USA,Remote,6.848826725642567
242,U0242,Marketing Specialist,Marketing,Junior,Email Drafting,Notion AI,51.1,8.8,4,17.5,Daily,Australia,Remote,7.250533882258731
243,U0243,Financial Analyst,Finance,Mid,Email Drafting,ChatGPT,39.3,2.2,1,5.6,Weekly,India,Office,2.689794781338298
244,U0244,Marketing Specialist,Marketing,Mid,Ideation,ChatGPT,41.8,8.3,4,19.1,Daily,UK,Hybrid,7.642881955102439
245,U0245,Designer,Marketing,Junior,Copywriting,Gemini,37.6,8.2,5,25.2,Daily,Germany,Remote,9.648909038495285
246,U0246,HR Specialist,HR,Senior,Job Description Writing,ChatGPT,38.3,6.8,3,16.6,Weekly,Germany,Office,6.579007656351207
247,U0247,Designer,Marketing,Senior,Asset Creation,Gemini,39.6,5.4,4,10.2,Weekly,USA,Remote,5.684389066886529
248,U0248,Manager,Management,Mid,Strategy,ChatGPT,38.6,9.1,4,16.9,Daily,India,Office,7.129081512510757
249,U0249,Data Analyst,Tech,Mid,Data Analysis,ChatGPT,48.5,4.2,2,15.4,Weekly,USA,Hybrid,5.578615814594183
250,U0250,Designer,Marketing,Mid,Copywriting,Gemini,42.3,4.0,3,11.4,Weekly,USA,Remote,5.244506798865885
251,U0251,Developer,Tech,Mid,Documentation,ChatGPT,42.2,10.0,5,18.9,Occasional,USA,Remote,8.19624643112341
252,U0252,HR Specialist,HR,Senior,Job Description Writing,ChatGPT,46.7,9.8,5,27.6,Weekly,UK,Office,10.34815708364095
253,U0253,Designer,Marketing,Mid,Ideation,Notion AI,30.0,4.3,4,11.0,Weekly,USA,Hybrid,5.751162143742157
254,U0254,Marketing Specialist,Marketing,Mid,Email Drafting,Copilot,39.8,7.5,4,17.1,Daily,Japan,Hybrid,7.175790643655456
255,U0255,Financial Analyst,Finance,Senior,Email Drafting,Copilot,43.9,6.9,4,14.9,Daily,India,Office,6.78205364878694
256,U0256,Financial Analyst,Finance,Junior,Report Writing,Gemini,40.1,6.5,4,15.6,Daily,Australia,Hybrid,6.806797136384097
257,U0257,Developer,Tech,Junior,Code Review,Notion AI,45.1,5.0,4,9.8,Daily,India,Remote,5.452232333187847
258,U0258,Data Analyst,Tech,Mid,Visualization,ChatGPT,37.9,6.3,3,12.6,Occasional,USA,Hybrid,5.524761585734075
259,U0259,Designer,Marketing,Mid,Asset Creation,Copilot,38.8,5.9,3,18.7,Occasional,India,Hybrid,6.949390085647374
260,U0260,Data Analyst,Tech,Senior,Query Generation,Gemini,38.1,9.7,6,25.9,Weekly,India,Hybrid,10.551203076076684
261,U0261,Financial Analyst,Finance,Mid,Forecasting,ChatGPT,41.7,8.5,4,20.6,Weekly,UK,Office,7.993200438687676
262,U0262,HR Specialist,HR,Junior,Report Writing,ChatGPT,43.2,7.4,4,17.2,Daily,Japan,Office,7.180470185541684
263,U0263,Manager,Management,Mid,Report Writing,Copilot,38.3,7.6,4,25.7,Daily,Australia,Office,9.184283282877484
264,U0264,Developer,Tech,Junior,Coding Help,Copilot,43.0,11.8,7,36.5,Weekly,USA,Remote,13.488122162502076
265,U0265,Financial Analyst,Finance,Senior,Report Writing,ChatGPT,36.5,10.0,5,18.7,Daily,USA,Hybrid,8.269600747701876
266,U0266,HR Specialist,HR,Junior,Email Drafting,Copilot,45.4,8.1,3,19.8,Daily,Japan,Hybrid,7.187615283257093
267,U0267,Developer,Tech,Junior,Code Review,ChatGPT,40.0,7.0,3,11.8,Daily,USA,Hybrid,5.3192500374691605
268,U0268,Data Analyst,Tech,Mid,Report Writing,Copilot,41.9,10.0,5,21.8,Daily,USA,Remote,8.873528832721535
269,U0269,Developer,Tech,Mid,Coding Help,ChatGPT,41.3,8.1,3,21.2,Weekly,India,Hybrid,7.533254224956102
270,U0270,Developer,Tech,Mid,Documentation,ChatGPT,42.9,9.0,5,23.5,Daily,Canada,Remote,9.27055644745147
271,U0271,Manager,Management,Junior,Scheduling,Other,47.1,8.7,4,22.3,Daily,UK,Hybrid,8.37155302973149
272,U0272,Designer,Marketing,Junior,Image Generation,Gemini,36.4,10.7,6,33.3,Occasional,Japan,Remote,12.140702457021234
273,U0273,Financial Analyst,Finance,Mid,Report Writing,Notion AI,47.9,4.3,2,9.6,Weekly,USA,Office,4.224051011397933
274,U0274,Developer,Tech,Mid,Coding Help,Copilot,46.8,9.9,5,22.5,Daily,USA,Hybrid,9.03701079172798
275,U0275,Developer,Tech,Mid,Coding Help,Copilot,43.6,11.1,6,29.3,Daily,Canada,Remote,11.22519485781339
276,U0276,Marketing Specialist,Marketing,Junior,Market Research,Gemini,39.8,10.4,6,25.5,Daily,USA,Hybrid,10.319046342378002
277,U0277,Marketing Specialist,Marketing,Mid,Email Drafting,ChatGPT,48.2,15.8,8,40.0,Daily,India,Remote,14.924280588386086
278,U0278,Data Analyst,Tech,Mid,Visualization,Notion AI,30.0,11.6,8,29.4,Daily,USA,Remote,12.448696637717076
279,U0279,HR Specialist,HR,Senior,Policy Q&A,ChatGPT,43.5,12.8,6,33.1,Weekly,USA,Office,12.232731797285822
280,U0280,Manager,Management,Mid,Strategy,Other,43.3,10.2,3,30.5,Weekly,UK,Remote,9.705228823184575
281,U0281,Developer,Tech,Senior,Coding Help,Copilot,51.0,8.9,5,27.7,Weekly,Germany,Hybrid,10.3715116492133
282,U0282,Manager,Management,Junior,Email Drafting,ChatGPT,42.8,7.7,3,14.5,Daily,Germany,Remote,5.949823307922588
283,U0283,Marketing Specialist,Marketing,Senior,Copywriting,ChatGPT,38.8,11.5,6,31.4,Weekly,Germany,Remote,11.835704182555887
284,U0284,Data Analyst,Tech,Mid,Visualization,Gemini,51.2,4.7,3,11.0,Weekly,USA,Remote,5.151088536576489
285,U0285,Marketing Specialist,Marketing,Junior,Copywriting,ChatGPT,47.7,6.2,3,17.4,Weekly,India,Remote,6.6271057095207135
286,U0286,Data Analyst,Tech,Mid,Data Analysis,Gemini,37.9,4.1,3,7.4,Daily,India,Remote,4.310324175971919
287,U0287,HR Specialist,HR,Mid,Policy Q&A,ChatGPT,41.3,7.4,4,20.1,Weekly,USA,Hybrid,7.876427610825931
288,U0288,Developer,Tech,Mid,Bug Fixing,ChatGPT,42.1,7.8,5,15.7,Daily,Japan,Remote,7.448900332808236
289,U0289,Developer,Tech,Mid,Documentation,ChatGPT,38.1,9.8,5,26.5,Daily,USA,Hybrid,9.971193414621945
290,U0290,Financial Analyst,Finance,Mid,Report Writing,Gemini,41.2,14.9,9,33.8,Daily,Germany,Office,14.076371130066107
291,U0291,Data Analyst,Tech,Mid,Visualization,ChatGPT,46.6,4.8,1,19.9,Weekly,Canada,Hybrid,6.029497658184226
292,U0292,Designer,Marketing,Mid,Copywriting,Gemini,37.0,9.1,6,27.1,Weekly,Germany,Hybrid,10.711394415221708
293,U0293,Manager,Management,Junior,Report Writing,Copilot,42.1,4.0,2,7.8,Daily,USA,Office,3.784993807409526
294,U0294,Developer,Tech,Mid,Code Review,Copilot,43.1,8.8,5,17.7,Occasional,Japan,Hybrid,7.915991644255219
295,U0295,HR Specialist,HR,Mid,Email Drafting,Copilot,42.2,12.6,6,31.6,Daily,USA,Remote,11.76234986597742
296,U0296,Developer,Tech,Senior,Code Review,Copilot,39.0,9.9,4,28.2,Daily,India,Remote,9.888210869909377
297,U0297,Designer,Marketing,Mid,Copywriting,Gemini,44.3,10.2,7,23.0,Daily,USA,Remote,10.353930833921062
298,U0298,Developer,Tech,Junior,Bug Fixing,Copilot,40.9,11.0,5,23.9,Weekly,USA,Remote,9.345299686054746
299,U0299,HR Specialist,HR,Senior,Report Writing,Gemini,39.6,8.7,6,29.9,Weekly,Germany,Remote,11.48538569897065
300,U0300,Designer,Marketing,Mid,Asset Creation,Copilot,37.3,9.9,5,24.0,Occasional,India,Remote,9.387329275313217
301,U0301,HR Specialist,HR,Mid,Report Writing,ChatGPT,46.8,6.1,3,12.4,Daily,India,Hybrid,5.478052454589377
302,U0302,Marketing Specialist,Marketing,Mid,Email Drafting,Other,34.1,7.4,2,15.8,Weekly,USA,Hybrid,5.6720340768835795
303,U0303,Financial Analyst,Finance,Mid,Data Analysis,ChatGPT,40.0,9.0,4,21.5,Daily,USA,Office,8.203391528838818
304,U0304,Financial Analyst,Finance,Mid,Data Analysis,Gemini,49.2,8.0,4,22.6,Daily,USA,Office,8.46029175013466
305,U0305,Data Analyst,Tech,Mid,Visualization,Gemini,43.8,10.5,7,28.7,Occasional,UK,Remote,11.685141071544964
306,U0306,Marketing Specialist,Marketing,Mid,Market Research,Notion AI,42.3,8.8,6,19.8,Weekly,India,Hybrid,9.00651112844022
307,U0307,Financial Analyst,Finance,Mid,Email Drafting,ChatGPT,41.6,12.7,6,31.7,Daily,USA,Office,11.785704431549771
308,U0308,Manager,Management,Mid,Email Drafting,Notion AI,48.5,7.7,4,21.5,Daily,USA,Remote,8.203391528838818
309,U0309,Marketing Specialist,Marketing,Senior,Copywriting,Gemini,48.0,9.1,6,18.2,Daily,USA,Hybrid,8.752901527005799
310,U0310,HR Specialist,HR,Mid,Job Description Writing,ChatGPT,41.8,11.2,5,22.7,Weekly,India,Remote,9.083719922872676
311,U0311,Data Analyst,Tech,Junior,Report Writing,Gemini,42.3,7.4,6,24.9,Daily,USA,Remote,10.178918948943906
312,U0312,Developer,Tech,Mid,Coding Help,Copilot,40.1,13.7,7,31.8,Weekly,Germany,Remote,12.409132604287787
313,U0313,Financial Analyst,Finance,Mid,Data Analysis,ChatGPT,39.6,6.4,3,14.2,Daily,Canada,Office,5.898434634891662
314,U0314,Developer,Tech,Mid,Coding Help,Gemini,45.0,11.1,5,23.1,Daily,India,Hybrid,9.177138185162073
315,U0315,Financial Analyst,Finance,Mid,Forecasting,Gemini,45.1,8.7,6,26.6,Daily,Germany,Hybrid,10.594621587359963
316,U0316,Financial Analyst,Finance,Senior,Email Drafting,Other,38.9,10.3,4,27.1,Daily,USA,Remote,9.631310648613537
317,U0317,HR Specialist,HR,Mid,Report Writing,ChatGPT,39.7,7.8,5,23.0,Daily,USA,Office,9.153783619589724
318,U0318,Designer,Marketing,Junior,Ideation,Gemini,40.8,7.6,4,19.3,Weekly,Japan,Remote,7.670916062561016
319,U0319,Data Analyst,Tech,Junior,Query Generation,ChatGPT,31.3,5.6,3,17.5,Daily,UK,Office,6.650460275093063
320,U0320,Developer,Tech,Mid,Bug Fixing,Gemini,42.8,9.4,5,26.9,Daily,USA,Hybrid,10.06461167691134
321,U0321,Marketing Specialist,Marketing,Mid,Copywriting,Gemini,37.7,10.9,6,23.1,Daily,Japan,Hybrid,9.777211792327742
322,U0322,Data Analyst,Tech,Mid,Query Generation,Copilot,49.1,9.9,4,27.1,Daily,USA,Hybrid,9.511247200890372
323,U0323,Data Analyst,Tech,Mid,Visualization,ChatGPT,42.5,12.0,6,23.8,Daily,USA,Hybrid,9.940693751334187
324,U0324,Marketing Specialist,Marketing,Senior,Copywriting,ChatGPT,41.9,6.3,3,13.0,Weekly,USA,Remote,5.738243295746637
325,U0325,Marketing Specialist,Marketing,Mid,Ideation,Notion AI,33.6,11.3,7,29.6,Daily,USA,Office,11.895332161696107
326,U0326,Financial Analyst,Finance,Junior,Email Drafting,Gemini,46.1,8.1,5,23.5,Daily,USA,Hybrid,9.251881423765349
327,U0327,Designer,Marketing,Senior,Asset Creation,Gemini,47.3,6.7,5,15.5,Weekly,UK,Office,7.522254649386703
328,U0328,Manager,Management,Senior,Scheduling,Notion AI,45.7,9.8,5,29.2,Daily,India,Office,10.721830132798537
329,U0329,Developer,Tech,Mid,Bug Fixing,ChatGPT,35.1,5.1,4,12.6,Weekly,UK,Hybrid,6.124835192899743
330,U0330,Manager,Management,Mid,Report Writing,Gemini,36.8,8.2,5,19.8,Weekly,UK,Hybrid,8.406437521274551
331,U0331,Developer,Tech,Junior,Bug Fixing,Copilot,43.3,6.9,4,18.7,Weekly,USA,Remote,7.530788669126921
332,U0332,Designer,Marketing,Mid,Image Generation,Notion AI,35.0,10.0,6,26.6,Daily,UK,Remote,10.594621587359963
333,U0333,HR Specialist,HR,Mid,Email Drafting,Other,37.7,8.3,3,19.1,Weekly,USA,Office,7.042808347936771
334,U0334,Developer,Tech,Mid,Coding Help,Notion AI,34.2,5.4,3,10.6,Weekly,USA,Remote,5.0576702742870925
335,U0335,Developer,Tech,Mid,Bug Fixing,Copilot,55.9,11.7,6,26.5,Weekly,USA,Remote,10.571267021787614
336,U0336,Developer,Tech,Senior,Documentation,Gemini,46.4,6.3,6,14.0,Weekly,USA,Remote,7.7720097729671345
337,U0337,Marketing Specialist,Marketing,Junior,Copywriting,Gemini,36.6,8.3,5,14.8,Weekly,India,Hybrid,7.220034218970973
338,U0338,Developer,Tech,Mid,Code Review,Copilot,40.8,5.9,3,14.6,Daily,Japan,Remote,5.991852897181058
339,U0339,Developer,Tech,Mid,Bug Fixing,Copilot,38.4,15.2,8,46.2,Daily,USA,Remote,16.372263653871734
340,U0340,Developer,Tech,Junior,Documentation,ChatGPT,43.3,9.6,5,17.3,Daily,India,Hybrid,7.803898358279702
341,U0341,Financial Analyst,Finance,Mid,Report Writing,ChatGPT,44.6,10.1,5,22.7,Daily,USA,Hybrid,9.083719922872676
342,U0342,Data Analyst,Tech,Mid,Query Generation,ChatGPT,47.1,9.1,4,24.8,Weekly,India,Remote,8.97409219272634
343,U0343,Designer,Marketing,Junior,Asset Creation,ChatGPT,42.1,8.7,5,26.8,Daily,Germany,Remote,10.022582087652872
344,U0344,Developer,Tech,Senior,Bug Fixing,Copilot,40.3,16.9,8,41.4,Daily,UK,Remote,15.37130795412214
345,U0345,Marketing Specialist,Marketing,Mid,Email Drafting,ChatGPT,40.0,9.1,5,20.2,Daily,India,Hybrid,8.499855783563948
346,U0346,Developer,Tech,Senior,Bug Fixing,Gemini,42.4,10.0,7,26.6,Weekly,USA,Hybrid,11.314758642248798
347,U0347,Data Analyst,Tech,Junior,Data Analysis,Gemini,45.5,7.4,5,14.3,Daily,USA,Remote,7.103261391109227
348,U0348,Marketing Specialist,Marketing,Junior,Copywriting,Gemini,33.2,8.6,5,26.4,Daily,Japan,Remote,9.929163825363474
349,U0349,Data Analyst,Tech,Junior,Visualization,Copilot,47.0,10.4,6,21.6,Daily,USA,Hybrid,9.408218285056385
350,U0350,HR Specialist,HR,Junior,Report Writing,Gemini,39.7,7.7,5,18.8,Daily,USA,Office,8.154216841864939
351,U0351,Developer,Tech,Junior,Coding Help,Notion AI,44.4,7.0,4,15.0,Daily,UK,Hybrid,6.666669742950003
352,U0352,Designer,Marketing,Senior,Copywriting,Gemini,45.3,15.6,9,41.0,Daily,USA,Remote,15.877963298998413
353,U0353,Financial Analyst,Finance,Mid,Forecasting,Gemini,40.3,6.9,4,20.5,Daily,Canada,Remote,7.969845873115327
354,U0354,Developer,Tech,Mid,Documentation,ChatGPT,42.6,8.9,5,23.3,Daily,USA,Hybrid,9.223847316306772
355,U0355,Financial Analyst,Finance,Mid,Forecasting,Gemini,37.5,11.5,8,25.6,Daily,USA,Office,11.561223145967809
356,U0356,Financial Analyst,Finance,Senior,Report Writing,ChatGPT,40.6,6.4,3,20.8,Weekly,USA,Hybrid,7.559899410389871
357,U0357,Developer,Tech,Mid,Coding Help,ChatGPT,35.0,8.2,4,19.7,Daily,USA,Hybrid,7.783009348536534
358,U0358,Developer,Tech,Junior,Documentation,Copilot,40.1,12.1,7,33.1,Weekly,UK,Office,12.694066933042205
359,U0359,Designer,Marketing,Mid,Image Generation,Notion AI,44.9,9.0,4,27.0,Daily,Germany,Remote,9.487892635318023
360,U0360,Marketing Specialist,Marketing,Mid,Market Research,Gemini,37.5,5.5,4,13.2,Weekly,India,Remote,6.264962586333839
361,U0361,Manager,Management,Mid,Scheduling,Notion AI,45.1,14.2,7,32.4,Daily,Canada,Hybrid,12.549259997721883
362,U0362,Developer,Tech,Junior,Bug Fixing,ChatGPT,45.8,3.6,2,6.2,Weekly,USA,Remote,3.4113207582519394
363,U0363,Developer,Tech,Mid,Bug Fixing,ChatGPT,41.5,8.7,5,23.8,Daily,USA,Remote,9.340620144168518
364,U0364,Marketing Specialist,Marketing,Mid,Ideation,ChatGPT,48.3,4.9,3,13.7,Weekly,Japan,Office,5.7816618070299155
365,U0365,Designer,Marketing,Mid,Copywriting,Notion AI,42.5,9.2,6,23.5,Daily,USA,Hybrid,9.87063005461714
366,U0366,Data Analyst,Tech,Junior,Data Analysis,ChatGPT,42.1,8.3,3,19.0,Daily,Germany,Office,7.0007787586783
367,U0367,Designer,Marketing,Senior,Asset Creation,Notion AI,46.1,7.0,3,15.3,Occasional,UK,Remote,6.275398303910668
368,U0368,Financial Analyst,Finance,Senior,Email Drafting,Other,38.1,11.0,4,31.5,Daily,Canada,Remote,10.6589115337969
369,U0369,Marketing Specialist,Marketing,Mid,Ideation,Gemini,44.0,7.9,5,22.1,Daily,USA,Remote,8.943592529438583
370,U0370,Marketing Specialist,Marketing,Mid,Market Research,ChatGPT,39.3,7.3,4,20.6,Weekly,USA,Hybrid,7.993200438687676
371,U0371,Financial Analyst,Finance,Senior,Forecasting,ChatGPT,42.4,9.6,5,27.9,Daily,Japan,Office,10.418220780357998
372,U0372,Developer,Tech,Senior,Code Review,Copilot,42.2,9.5,4,29.9,Weekly,Japan,Hybrid,10.285238484639313
373,U0373,Marketing Specialist,Marketing,Mid,Ideation,Gemini,42.1,7.7,6,20.0,Daily,USA,Remote,9.053220259584918
374,U0374,Data Analyst,Tech,Senior,Data Analysis,Gemini,43.1,7.2,5,18.6,Daily,Japan,Remote,8.246246182129527
375,U0375,Manager,Management,Senior,Strategy,Notion AI,36.1,11.5,7,31.9,Daily,USA,Hybrid,12.552550617583302
376,U0376,Data Analyst,Tech,Mid,Data Analysis,ChatGPT,44.0,6.5,3,16.7,Weekly,India,Remote,6.482298774200391
377,U0377,Manager,Management,Junior,Report Writing,Other,41.3,10.6,5,29.9,Daily,USA,Office,10.746573620395695
378,U0378,Developer,Tech,Junior,Coding Help,Copilot,34.1,13.4,6,30.4,Daily,UK,Office,11.463420055423109
379,U0379,Data Analyst,Tech,Mid,Data Analysis,Notion AI,39.7,12.6,8,35.0,Daily,USA,Remote,13.75655230976863
380,U0380,Financial Analyst,Finance,Mid,Email Drafting,Notion AI,41.8,2.2,1,3.3,Weekly,USA,Remote,2.1526397731742666
381,U0381,Financial Analyst,Finance,Mid,Data Analysis,Other,39.0,7.8,2,18.5,Daily,USA,Hybrid,6.302607347337007
382,U0382,Developer,Tech,Mid,Coding Help,Notion AI,44.1,5.8,2,15.3,Daily,Australia,Office,5.555261249021834
383,U0383,Financial Analyst,Finance,Junior,Forecasting,Gemini,37.2,8.5,4,18.8,Daily,USA,Office,7.5541432346992705
384,U0384,HR Specialist,HR,Mid,Email Drafting,Gemini,44.4,4.3,3,12.4,Occasional,UK,Remote,5.478052454589377
385,U0385,Marketing Specialist,Marketing,Mid,Copywriting,Notion AI,37.9,8.3,4,20.4,Daily,India,Remote,7.946491307542978
386,U0386,Data Analyst,Tech,Mid,Data Analysis,ChatGPT,44.7,10.1,5,22.9,Weekly,UK,Remote,9.130429054017375
387,U0387,Financial Analyst,Finance,Senior,Data Analysis,Gemini,44.4,9.9,5,25.6,Weekly,USA,Hybrid,9.881065772193969
388,U0388,Designer,Marketing,Mid,Ideation,Copilot,41.0,4.8,3,8.5,Occasional,Germany,Hybrid,4.5672243972677595
389,U0389,Financial Analyst,Finance,Mid,Data Analysis,ChatGPT,41.9,10.4,5,29.6,Daily,USA,Office,10.695184947364769
390,U0390,Data Analyst,Tech,Mid,Data Analysis,Gemini,44.8,8.6,6,22.3,Weekly,Australia,Remote,9.59037526774895
391,U0391,Marketing Specialist,Marketing,Junior,Email Drafting,ChatGPT,42.5,8.0,4,14.9,Daily,India,Hybrid,6.643315177377653
392,U0392,Marketing Specialist,Marketing,Senior,Copywriting,ChatGPT,46.5,6.1,3,18.1,Weekly,India,Remote,6.929326139936444
393,U0393,Developer,Tech,Junior,Coding Help,Copilot,39.9,11.7,6,33.2,Daily,Canada,Hybrid,12.117347891448887
394,U0394,Manager,Management,Junior,Email Drafting,Other,44.1,5.4,2,13.9,Occasional,Germany,Office,5.2096223073228245
395,U0395,Manager,Management,Mid,Email Drafting,Copilot,49.8,7.5,3,20.2,Weekly,USA,Hybrid,7.299708569232611
396,U0396,Data Analyst,Tech,Mid,Query Generation,Gemini,33.3,8.3,5,18.9,Occasional,Canada,Remote,8.19624643112341
397,U0397,Financial Analyst,Finance,Junior,Email Drafting,ChatGPT,36.3,3.6,2,9.9,Occasional,USA,Office,4.275439684428859
398,U0398,Marketing Specialist,Marketing,Mid,Email Drafting,ChatGPT,40.2,9.2,4,25.1,Daily,USA,Remote,9.044155889443388
399,U0399,Data Analyst,Tech,Mid,Report Writing,Gemini,47.8,6.8,4,23.3,Weekly,USA,Hybrid,8.623773709141103
400,U0400,Data Analyst,Tech,Junior,Report Writing,Notion AI,43.4,4.8,2,11.0,Weekly,USA,Remote,4.532339905724699
401,U0401,Data Analyst,Tech,Mid,Data Analysis,Notion AI,47.1,7.6,4,20.4,Occasional,USA,Remote,7.946491307542978
402,U0402,Data Analyst,Tech,Junior,Visualization,Gemini,35.0,8.3,6,22.8,Daily,India,Remote,9.688473071924575
403,U0403,Marketing Specialist,Marketing,Senior,Email Drafting,Other,46.6,8.3,2,20.2,Occasional,USA,Remote,6.819698409790107
404,U0404,Developer,Tech,Junior,Bug Fixing,ChatGPT,48.5,7.7,4,23.8,Daily,Canada,Hybrid,8.721871513316728
405,U0405,Data Analyst,Tech,Mid,Report Writing,Other,41.1,7.2,3,21.5,Weekly,UK,Remote,7.60331792167315
406,U0406,Manager,Management,Mid,Scheduling,Other,46.3,10.5,5,27.9,Daily,Japan,Hybrid,10.298157332634833
407,U0407,Manager,Management,Senior,Report Writing,Notion AI,42.4,6.5,3,16.3,Occasional,India,Hybrid,6.508943959634159
408,U0408,Financial Analyst,Finance,Mid,Report Writing,ChatGPT,41.4,11.2,6,27.1,Daily,Japan,Hybrid,10.711394415221708
409,U0409,Financial Analyst,Finance,Junior,Data Analysis,Notion AI,43.8,10.4,6,25.1,Daily,USA,Remote,10.225628080088605
410,U0410,Data Analyst,Tech,Junior,Report Writing,ChatGPT,40.0,9.9,5,22.5,Weekly,USA,Remote,9.018335768041858
411,U0411,Designer,Marketing,Mid,Image Generation,Gemini,51.6,8.0,5,23.4,Weekly,Germany,Remote,9.247201881879121
412,U0412,HR Specialist,HR,Mid,Policy Q&A,Gemini,42.3,14.1,7,37.5,Daily,Japan,Remote,13.740342841911689
413,U0413,Designer,Marketing,Mid,Asset Creation,ChatGPT,44.5,5.7,3,19.7,Weekly,USA,Office,7.182935741370866
414,U0414,Designer,Marketing,Mid,Copywriting,Notion AI,47.4,6.8,3,12.9,Daily,USA,Office,5.594825282451123
415,U0415,Marketing Specialist,Marketing,Junior,Copywriting,Gemini,46.7,11.3,7,26.5,Daily,India,Remote,11.152665605267162
416,U0416,HR Specialist,HR,Senior,Policy Q&A,Notion AI,41.6,11.1,5,31.4,Daily,UK,Hybrid,11.235630575390218
417,U0417,HR Specialist,HR,Junior,Email Drafting,ChatGPT,41.8,7.8,4,23.6,Daily,USA,Hybrid,8.67516238217203
418,U0418,Developer,Tech,Junior,Code Review,Gemini,43.1,9.6,5,18.3,Daily,USA,Hybrid,8.037444014003194
419,U0419,HR Specialist,HR,Junior,Job Description Writing,Gemini,41.9,6.2,5,12.0,Daily,USA,Office,6.566106382945197
420,U0420,Developer,Tech,Mid,Code Review,Copilot,42.8,10.3,6,22.9,Daily,USA,Hybrid,9.730502661183044
